cas.number,ConcType,Effect,LifeStage,ExposureType,Endpoint,ObservedDuration.d,ObsRespMean,ToxUnit
946578003,Active ingredient,Mortality,Larva,Food,NOEL,15,0.4147,AI ug/org/d
950782862,Formulation,Mortality,Adult,Food,LD50,2,119.7,AI ug/org
950782862,Formulation,Mortality,Larva,Food,LD50,8,25,AI ug/org/d
950782862,Active ingredient,Mortality,Adult,Food,LD50,2,120,AI ug/org
950782862,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
950782862,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
950782862,Formulation,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
950782862,Formulation,Mortality,Adult,Food,NOEL,2,119.7,AI ug/org
950782862,Formulation,Development,Larva,Food,NOEL,22,2.7,AI ug/org/d
950782862,Active ingredient,Mortality,Adult,Food,NOEL,2,120,AI ug/org
950782862,Formulation,Mortality,Larva,Food,NOEL,8,25,AI ug/org/d
950782862,Formulation,Mortality,Larva,Food,NOEL,15,8.2,AI ug/org/d
950782862,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
951659408,Formulation,Mortality,Adult,Food,LD50,2,3.4,AI ug/org
951659408,Formulation,Mortality,Adult,Dermal,LD50,2,137.3,AI ug/org
951659408,Formulation,Mortality,Adult,Dermal,LD50,4,68.6,AI ug/org
951659408,Formulation,Mortality,Adult,Dermal,LD50,3,11.5,AI ug/org
951659408,Formulation,Mortality,Adult,Food,LD50,2,1.49,AI ug/org
951659408,Active ingredient,Mortality,Adult,Food,LD50,2,8.52,AI ug/org
951659408,Active ingredient,Mortality,Adult,Food,NOEL,2,4.17,AI ug/org
958647104,Formulation,Mortality,Larva,Food,LD50,5,10.4,AI ug/org
958647104,Formulation,Mortality,Adult,Dermal,LD50,2,50,AI ug/org
958647104,Formulation,Mortality,Larva,Food,LD50,3,8.19,AI ug/org
958647104,Formulation,Mortality,Adult,Food,LD50,2,21.7,AI ug/org
958647104,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
958647104,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
958647104,Formulation,Mortality,Adult,Food,NOEL,10,22,AI ug/org/d
958647104,Formulation,Mortality,Larva,Food,NOEL,3,4.6,AI ug/org
1003318679,Active ingredient,Mortality,Adult,Dermal,LD50,2,1075.3,AI ug/org
1003318679,Active ingredient,Mortality,Adult,Food,LD50,2,42.02,AI ug/org
1003318679,Active ingredient,Mortality,Adult,Food,LD50,2,1344.3,AI ug/org
1003318679,Formulation,Mortality,Adult,Food,LD50,2,137.44,AI ug/org
1003318679,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
1003318679,Active ingredient,Mortality,Adult,Dermal,LD50,2,104.39,AI ug/org
1003318679,Active ingredient,Mortality,Adult,Food,NOEL,2,1344.3,AI ug/org
1003318679,Active ingredient,Mortality,Adult,Dermal,NOEL,2,104.39,AI ug/org
1003318679,Active ingredient,Mortality,Adult,Food,NOEL,2,42.02,AI ug/org
1003318679,Active ingredient,Mortality,Adult,Dermal,NOEL,2,1075.3,AI ug/org
1031756985,Formulation,Mortality,Adult,Food,LD50,4,0.2,AI ug/org
1031756985,Active ingredient,Mortality,Adult,Dermal,LD50,4,0.952,AI ug/org
1031756985,Active ingredient,Mortality,Larva,Food,LD50,3,0.16,AI ug/org
1031756985,Active ingredient,Mortality,Adult,Food,LD50,4,0.702,AI ug/org
1031756985,Formulation,Mortality,Adult,Dermal,LD50,4,0.507,AI ug/org
1031756985,Active ingredient,Development,Larva,Food,NOEL,22,0.16,AI ug/org/d
1031756985,Active ingredient,Mortality,Larva,Food,NOEL,15,0.16,AI ug/org/d
1031756985,Active ingredient,Mortality,Larva,Food,NOEL,8,0.16,AI ug/org/d
1031756985,Active ingredient,Mortality,Larva,Food,NOEL,22,0.16,AI ug/org/d
1048373723,Formulation,Mortality,Adult,Dermal,LD50,2,89.4,ae ug/org
1048373723,Formulation,Mortality,Adult,Food,LD50,2,62.6,ae ug/org
1048373723,Formulation,Mortality,Adult,Dermal,NOEL,2,89.4,ae ug/org
1048373723,Formulation,Mortality,Adult,Food,NOEL,2,42,ae ug/org
1072957711,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
1072957711,Active ingredient,Mortality,Adult,Food,LD50,2,109,AI ug/org
1072957711,Active ingredient,Mortality,Larva,Food,LD50,8,5.38,AI ug/org/d
1072957711,Active ingredient,Mortality,Larva,Food,NOEL,15,5.38,AI ug/org/d
1072957711,Active ingredient,Mortality,Larva,Food,NOEL,8,5.38,AI ug/org/d
1072957711,Active ingredient,Development,Larva,Food,NOEL,22,5.38,AI ug/org/d
1101132675,Active ingredient,Mortality,Larva,Food,LD50,8,15.5,AI ug/org/d
1101132675,Active ingredient,Growth,Larva,Food,NOEL,22,25,AI ug/org/d
1101132675,Active ingredient,Mortality,Larva,Food,NOEL,8,12.5,AI ug/org/d
1101132675,Active ingredient,Development,Larva,Food,NOEL,22,12.5,AI ug/org/d
1101132675,Active ingredient,Mortality,Larva,Food,NOEL,15,25,AI ug/org/d
1101132675,Active ingredient,Mortality,Larva,Food,NOEL,22,12.5,AI ug/org/d
1220411299,Active ingredient,Mortality,Larva,Food,LD50,8,5.63,AI ug/org/d
1220411299,Active ingredient,Mortality,Larva,Food,LD50,3,4.6,AI ug/org
1220411299,Active ingredient,Mortality,Larva,Food,NOEL,3,4.6,AI ug/org
1220411299,Active ingredient,Growth,Larva,Food,NOEL,22,5.63,AI ug/org/d
1220411299,Active ingredient,Mortality,Larva,Food,NOEL,8,5.63,AI ug/org/d
1220411299,Active ingredient,Mortality,Larva,Food,NOEL,15,5.63,AI ug/org/d
1220411299,Active ingredient,Behavior,Adult,Food,NOEL,10,6,AI ug/org/d
1220411299,Active ingredient,Mortality,Adult,Food,NOEL,10,22,AI ug/org/d
1220411299,Active ingredient,Development,Larva,Food,NOEL,22,5.63,AI ug/org/d
1228284647,Formulation,Mortality,Larva,Food,LD50,8,7.6,AI ug/org/d
1228284647,Active ingredient,Mortality,Adult,Food,LD50,2,116,AI ug/org
1228284647,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
1228284647,Active ingredient,Mortality,Larva,Food,LD50,8,0.0035,AI ug/org/d
1228284647,Formulation,Mortality,Adult,Food,NOEL,10,141,AI ug/org/d
1228284647,Active ingredient,Mortality,Larva,Food,NOEL,22,0.0035,AI ug/org/d
1228284647,Formulation,Mortality,Larva,Food,NOEL,15,0.046,AI ug/org/d
1228284647,Active ingredient,Development,Larva,Food,NOEL,22,0.0035,AI ug/org/d
1228284647,Formulation,Mortality,Larva,Food,NOEL,8,0.41,AI ug/org/d
1228284647,Active ingredient,Mortality,Larva,Food,NOEL,8,0.0035,AI ug/org/d
1228284647,Formulation,Mortality,Larva,Food,NOEL,22,0.016,AI ug/org/d
1228284647,Formulation,Development,Larva,Food,NOEL,22,0.016,AI ug/org/d
1228284647,Active ingredient,Mortality,Larva,Food,NOEL,15,0.0035,AI ug/org/d
1229654663,Active ingredient,Mortality,Larva,Food,LD50,4,0.013,AI ug/org
1229654663,Formulation,Mortality,Adult,Food,LD50,4,0.045,AI ug/org
1229654663,Active ingredient,Mortality,Adult,Food,LD50,3,0.0103,AI ug/org
1229654663,Active ingredient,Mortality,Adult,Dermal,LD50,2,1.249,AI ug/org
1229654663,Formulation,Mortality,Adult,Dermal,LD50,2,0.969,AI ug/org
1229654663,Formulation,Mortality,Adult,Food,LD50,2,0.106,AI ug/org
1229654663,Active ingredient,Mortality,Adult,Food,LD50,2,0.0103,AI ug/org
1229654663,Active ingredient,Mortality,Adult,Dermal,LD50,4,0.39,AI ug/org
1229654663,Formulation,Mortality,Adult,Food,LD50,4,0.0557,AI ug/org
1229654663,Formulation,Mortality,Adult,Dermal,LD50,4,0.09,AI ug/org
1229654663,Formulation,Mortality,Adult,Dermal,LD50,4,0.406,AI ug/org
1229654663,Formulation,Mortality,Adult,Dermal,LD50,4,0.0662,AI ug/org
1229654663,Active ingredient,Mortality,Adult,Food,LD50,1,0.0123,AI ug/org
1229654663,Active ingredient,Mortality,Larva,Food,LD50,8,0.0046,AI ug/org/d
1229654663,Formulation,Mortality,Adult,Food,LD50,4,0.0479,AI ug/org
1229654663,Active ingredient,Mortality,Larva,Food,NOEL,8,8.8e-4,AI ug/org/d
1229654663,Formulation,Behavior,Adult,Food,NOEL,10,0.00723,AI ug/org/d
1229654663,Active ingredient,Mortality,Larva,Food,NOEL,22,8.8e-4,AI ug/org/d
1229654663,Formulation,Mortality,Adult,Food,NOEL,10,0.00723,AI ug/org/d
1229654663,Active ingredient,Development,Larva,Food,NOEL,22,8.8e-4,AI ug/org/d
1229654663,Formulation,Mortality,Adult,Dermal,LD50,4,85,AI ug/org
1229654663,Formulation,Mortality,Adult,Food,LD50,2,0.046,AI ug/org
1229654663,Active ingredient,Mortality,Adult,Dermal,LD50,4,23.1,AI ug/org
1229654663,Active ingredient,Mortality,Adult,Food,LD50,3,0.043,AI ug/org
1390661729,Active ingredient,Mortality,Adult,Food,LD50,2,105.4,AI ug/org
1390661729,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
1390661729,Formulation,Mortality,Larva,Food,LD50,8,3.7,AI ug/org/d
1390661729,Formulation,Mortality,Larva,Food,NOEL,15,1.2,AI ug/org/d
1390661729,Formulation,Mortality,Adult,Food,NOEL,10,3.76,AI ug/org/d
1390661729,Formulation,Development,Larva,Food,NOEL,22,1.2,AI ug/org/d
1390661729,Formulation,Growth,Larva,Food,NOEL,22,1.2,AI ug/org/d
1390661729,Formulation,Mortality,Larva,Food,NOEL,8,1.2,AI ug/org/d
1390661729,Formulation,Behavior,Adult,Food,NOEL,10,1.65,AI ug/org/d
1417782036,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
1417782036,Active ingredient,Mortality,Larva,Food,LD50,3,47.6,AI ug/org
1417782036,Active ingredient,Mortality,Larva,Food,LD50,8,11,AI ug/org/d
1417782036,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
1417782036,Formulation,Mortality,Adult,Food,LD50,2,100,AI ug/org
1417782036,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
1417782036,Formulation,Mortality,Adult,Dermal,LD50,4,30,AI ug/org
1417782036,Formulation,Mortality,Adult,Food,LD50,2,52,AI ug/org
1417782036,Active ingredient,Mortality,Larva,Food,NOEL,15,6.4,AI ug/org/d
1417782036,Active ingredient,Mortality,Adult,Food,NOEL,10,110.5,AI ug/org/d
1417782036,Active ingredient,Development,Larva,Food,NOEL,22,6.4,AI ug/org/d
1417782036,Active ingredient,Behavior,Adult,Food,NOEL,10,110.5,AI ug/org/d
1417782036,Active ingredient,Mortality,Larva,Food,NOEL,8,11,AI ug/org/d
1417782036,Active ingredient,Mortality,Adult,Dermal,LD50,4,200,AI ug/org
1417782036,Active ingredient,Mortality,Adult,Food,LD50,4,195.4,AI ug/org
